label,path,split,is_query,is_gallery
30,data/train/images/000030/1.jpg,train,,
30,data/train/images/000030/2.jpg,train,,
30,data/train/images/000030/3.jpg,train,,
30,data/train/images/000030/4.jpg,train,,
30,data/train/images/000030/5.jpg,train,,
30,data/train/images/000030/6.jpg,train,,
31,data/train/images/000031/0.jpg,train,,
31,data/train/images/000031/1.jpg,train,,
31,data/train/images/000031/2.jpg,train,,
31,data/train/images/000031/3.jpg,train,,
31,data/train/images/000031/4.jpg,train,,
31,data/train/images/000031/5.jpg,train,,
31,data/train/images/000031/6.jpg,train,,
32,data/train/images/000032/0.jpg,train,,
32,data/train/images/000032/1.jpg,train,,
32,data/train/images/000032/2.jpg,train,,
32,data/train/images/000032/3.jpg,train,,
32,data/train/images/000032/4.jpg,train,,
32,data/train/images/000032/5.jpg,train,,
33,data/train/images/000033/0.jpg,train,,
33,data/train/images/000033/1.jpg,train,,
33,data/train/images/000033/2.jpg,train,,
33,data/train/images/000033/3.jpg,train,,
33,data/train/images/000033/4.jpg,train,,
33,data/train/images/000033/5.jpg,train,,
33,data/train/images/000033/6.jpg,train,,
34,data/train/images/000034/0.jpg,train,,
34,data/train/images/000034/1.jpg,train,,
34,data/train/images/000034/2.jpg,train,,
34,data/train/images/000034/3.jpg,train,,
34,data/train/images/000034/4.jpg,train,,
34,data/train/images/000034/5.jpg,train,,
34,data/train/images/000034/6.jpg,train,,
35,data/train/images/000035/0.jpg,train,,
35,data/train/images/000035/1.jpg,train,,
35,data/train/images/000035/2.jpg,train,,
35,data/train/images/000035/3.jpg,train,,
35,data/train/images/000035/4.jpg,train,,
35,data/train/images/000035/5.jpg,train,,
35,data/train/images/000035/6.jpg,train,,
36,data/train/images/000036/0.jpg,train,,
36,data/train/images/000036/1.jpg,train,,
36,data/train/images/000036/2.jpg,train,,
36,data/train/images/000036/3.jpg,train,,
36,data/train/images/000036/4.jpg,train,,
36,data/train/images/000036/5.jpg,train,,
36,data/train/images/000036/6.jpg,train,,
37,data/train/images/000037/0.jpg,train,,
37,data/train/images/000037/1.jpg,train,,
37,data/train/images/000037/2.jpg,train,,
37,data/train/images/000037/3.jpg,train,,
37,data/train/images/000037/4.jpg,train,,
37,data/train/images/000037/5.jpg,train,,
38,data/train/images/000038/0.jpg,train,,
38,data/train/images/000038/1.jpg,train,,
38,data/train/images/000038/2.jpg,train,,
38,data/train/images/000038/3.jpg,train,,
38,data/train/images/000038/4.jpg,train,,
38,data/train/images/000038/5.jpg,train,,
38,data/train/images/000038/6.jpg,train,,
39,data/train/images/000039/0.jpg,train,,
39,data/train/images/000039/1.jpg,train,,
39,data/train/images/000039/2.jpg,train,,
39,data/train/images/000039/3.jpg,train,,
39,data/train/images/000039/4.jpg,train,,
39,data/train/images/000039/5.jpg,train,,
40,data/train/images/000040/0.jpg,train,,
40,data/train/images/000040/1.jpg,train,,
40,data/train/images/000040/2.jpg,train,,
40,data/train/images/000040/3.jpg,train,,
40,data/train/images/000040/4.jpg,train,,
40,data/train/images/000040/5.jpg,train,,
40,data/train/images/000040/6.jpg,train,,
41,data/train/images/000041/0.jpg,train,,
41,data/train/images/000041/1.jpg,train,,
41,data/train/images/000041/2.jpg,train,,
41,data/train/images/000041/3.jpg,train,,
41,data/train/images/000041/4.jpg,train,,
41,data/train/images/000041/5.jpg,train,,
41,data/train/images/000041/6.jpg,train,,
42,data/train/images/000042/0.jpg,train,,
42,data/train/images/000042/1.jpg,train,,
42,data/train/images/000042/2.jpg,train,,
42,data/train/images/000042/3.jpg,train,,
42,data/train/images/000042/4.jpg,train,,
42,data/train/images/000042/5.jpg,train,,
43,data/train/images/000043/0.jpg,train,,
43,data/train/images/000043/1.jpg,train,,
43,data/train/images/000043/2.jpg,train,,
43,data/train/images/000043/3.jpg,train,,
43,data/train/images/000043/4.jpg,train,,
43,data/train/images/000043/5.jpg,train,,
43,data/train/images/000043/6.jpg,train,,
44,data/train/images/000044/0.jpg,train,,
44,data/train/images/000044/1.jpg,train,,
44,data/train/images/000044/2.jpg,train,,
44,data/train/images/000044/3.jpg,train,,
44,data/train/images/000044/4.jpg,train,,
44,data/train/images/000044/5.jpg,train,,
45,data/train/images/000045/0.jpg,train,,
45,data/train/images/000045/1.jpg,train,,
45,data/train/images/000045/2.jpg,train,,
45,data/train/images/000045/3.jpg,train,,
45,data/train/images/000045/4.jpg,train,,
45,data/train/images/000045/5.jpg,train,,
45,data/train/images/000045/6.jpg,train,,
46,data/train/images/000046/0.jpg,train,,
46,data/train/images/000046/1.jpg,train,,
46,data/train/images/000046/2.jpg,train,,
46,data/train/images/000046/3.jpg,train,,
46,data/train/images/000046/4.jpg,train,,
46,data/train/images/000046/5.jpg,train,,
46,data/train/images/000046/6.jpg,train,,
47,data/train/images/000047/0.jpg,train,,
47,data/train/images/000047/1.jpg,train,,
47,data/train/images/000047/2.jpg,train,,
47,data/train/images/000047/3.jpg,train,,
47,data/train/images/000047/4.jpg,train,,
47,data/train/images/000047/5.jpg,train,,
47,data/train/images/000047/6.jpg,train,,
48,data/train/images/000048/0.jpg,train,,
48,data/train/images/000048/1.jpg,train,,
48,data/train/images/000048/2.jpg,train,,
48,data/train/images/000048/3.jpg,train,,
48,data/train/images/000048/4.jpg,train,,
48,data/train/images/000048/5.jpg,train,,
48,data/train/images/000048/6.jpg,train,,
49,data/train/images/000049/0.jpg,train,,
49,data/train/images/000049/1.jpg,train,,
49,data/train/images/000049/2.jpg,train,,
49,data/train/images/000049/3.jpg,train,,
49,data/train/images/000049/4.jpg,train,,
49,data/train/images/000049/5.jpg,train,,
49,data/train/images/000049/6.jpg,train,,
50,data/train/images/000050/0.jpg,train,,
50,data/train/images/000050/1.jpg,train,,
50,data/train/images/000050/2.jpg,train,,
50,data/train/images/000050/3.jpg,train,,
50,data/train/images/000050/4.jpg,train,,
50,data/train/images/000050/5.jpg,train,,
50,data/train/images/000050/6.jpg,train,,
51,data/train/images/000051/0.jpg,train,,
51,data/train/images/000051/1.jpg,train,,
51,data/train/images/000051/2.jpg,train,,
51,data/train/images/000051/3.jpg,train,,
51,data/train/images/000051/4.jpg,train,,
51,data/train/images/000051/5.jpg,train,,
51,data/train/images/000051/6.jpg,train,,
52,data/train/images/000052/0.jpg,train,,
52,data/train/images/000052/1.jpg,train,,
52,data/train/images/000052/2.jpg,train,,
52,data/train/images/000052/3.jpg,train,,
52,data/train/images/000052/4.jpg,train,,
52,data/train/images/000052/5.jpg,train,,
52,data/train/images/000052/6.jpg,train,,
53,data/train/images/000053/0.jpg,train,,
53,data/train/images/000053/1.jpg,train,,
53,data/train/images/000053/2.jpg,train,,
53,data/train/images/000053/3.jpg,train,,
53,data/train/images/000053/4.jpg,train,,
53,data/train/images/000053/5.jpg,train,,
53,data/train/images/000053/6.jpg,train,,
54,data/train/images/000054/0.jpg,train,,
54,data/train/images/000054/1.jpg,train,,
54,data/train/images/000054/2.jpg,train,,
54,data/train/images/000054/3.jpg,train,,
54,data/train/images/000054/4.jpg,train,,
54,data/train/images/000054/5.jpg,train,,
54,data/train/images/000054/6.jpg,train,,
55,data/train/images/000055/0.jpg,train,,
55,data/train/images/000055/1.jpg,train,,
55,data/train/images/000055/2.jpg,train,,
55,data/train/images/000055/3.jpg,train,,
55,data/train/images/000055/4.jpg,train,,
55,data/train/images/000055/5.jpg,train,,
55,data/train/images/000055/6.jpg,train,,
56,data/train/images/000056/0.jpg,train,,
56,data/train/images/000056/1.jpg,train,,
56,data/train/images/000056/2.jpg,train,,
56,data/train/images/000056/3.jpg,train,,
56,data/train/images/000056/4.jpg,train,,
56,data/train/images/000056/5.jpg,train,,
56,data/train/images/000056/6.jpg,train,,
57,data/train/images/000057/0.jpg,train,,
57,data/train/images/000057/1.jpg,train,,
57,data/train/images/000057/2.jpg,train,,
57,data/train/images/000057/3.jpg,train,,
57,data/train/images/000057/4.jpg,train,,
57,data/train/images/000057/5.jpg,train,,
57,data/train/images/000057/6.jpg,train,,
58,data/train/images/000058/0.jpg,train,,
58,data/train/images/000058/1.jpg,train,,
58,data/train/images/000058/2.jpg,train,,
58,data/train/images/000058/3.jpg,train,,
58,data/train/images/000058/4.jpg,train,,
58,data/train/images/000058/5.jpg,train,,
58,data/train/images/000058/6.jpg,train,,
59,data/train/images/000059/0.jpg,train,,
59,data/train/images/000059/1.jpg,train,,
59,data/train/images/000059/2.jpg,train,,
59,data/train/images/000059/3.jpg,train,,
59,data/train/images/000059/4.jpg,train,,
59,data/train/images/000059/5.jpg,train,,
60,data/train/images/000060/0.jpg,train,,
60,data/train/images/000060/1.jpg,train,,
60,data/train/images/000060/2.jpg,train,,
60,data/train/images/000060/3.jpg,train,,
60,data/train/images/000060/4.jpg,train,,
60,data/train/images/000060/5.jpg,train,,
61,data/train/images/000061/0.jpg,train,,
61,data/train/images/000061/1.jpg,train,,
61,data/train/images/000061/2.jpg,train,,
61,data/train/images/000061/3.jpg,train,,
61,data/train/images/000061/4.jpg,train,,
61,data/train/images/000061/5.jpg,train,,
61,data/train/images/000061/6.jpg,train,,
62,data/train/images/000062/0.jpg,train,,
62,data/train/images/000062/1.jpg,train,,
62,data/train/images/000062/2.jpg,train,,
62,data/train/images/000062/3.jpg,train,,
62,data/train/images/000062/4.jpg,train,,
62,data/train/images/000062/5.jpg,train,,
62,data/train/images/000062/6.jpg,train,,
63,data/train/images/000063/0.jpg,train,,
63,data/train/images/000063/1.jpg,train,,
63,data/train/images/000063/2.jpg,train,,
63,data/train/images/000063/3.jpg,train,,
63,data/train/images/000063/4.jpg,train,,
63,data/train/images/000063/5.jpg,train,,
63,data/train/images/000063/6.jpg,train,,
64,data/train/images/000064/0.jpg,train,,
64,data/train/images/000064/1.jpg,train,,
64,data/train/images/000064/2.jpg,train,,
64,data/train/images/000064/3.jpg,train,,
64,data/train/images/000064/4.jpg,train,,
64,data/train/images/000064/5.jpg,train,,
64,data/train/images/000064/6.jpg,train,,
65,data/train/images/000065/0.jpg,train,,
65,data/train/images/000065/1.jpg,train,,
65,data/train/images/000065/2.jpg,train,,
65,data/train/images/000065/3.jpg,train,,
65,data/train/images/000065/4.jpg,train,,
65,data/train/images/000065/5.jpg,train,,
65,data/train/images/000065/6.jpg,train,,
66,data/train/images/000066/0.jpg,train,,
66,data/train/images/000066/1.jpg,train,,
66,data/train/images/000066/2.jpg,train,,
66,data/train/images/000066/3.jpg,train,,
66,data/train/images/000066/4.jpg,train,,
66,data/train/images/000066/5.jpg,train,,
66,data/train/images/000066/6.jpg,train,,
67,data/train/images/000067/0.jpg,train,,
67,data/train/images/000067/1.jpg,train,,
67,data/train/images/000067/2.jpg,train,,
67,data/train/images/000067/3.jpg,train,,
67,data/train/images/000067/4.jpg,train,,
67,data/train/images/000067/5.jpg,train,,
67,data/train/images/000067/6.jpg,train,,
68,data/train/images/000068/0.jpg,train,,
68,data/train/images/000068/1.jpg,train,,
68,data/train/images/000068/2.jpg,train,,
68,data/train/images/000068/3.jpg,train,,
68,data/train/images/000068/4.jpg,train,,
68,data/train/images/000068/5.jpg,train,,
68,data/train/images/000068/6.jpg,train,,
69,data/train/images/000069/0.jpg,train,,
69,data/train/images/000069/1.jpg,train,,
69,data/train/images/000069/2.jpg,train,,
69,data/train/images/000069/3.jpg,train,,
69,data/train/images/000069/4.jpg,train,,
69,data/train/images/000069/5.jpg,train,,
69,data/train/images/000069/6.jpg,train,,
70,data/train/images/000070/0.jpg,train,,
70,data/train/images/000070/1.jpg,train,,
70,data/train/images/000070/2.jpg,train,,
70,data/train/images/000070/3.jpg,train,,
70,data/train/images/000070/4.jpg,train,,
70,data/train/images/000070/5.jpg,train,,
71,data/train/images/000071/0.jpg,train,,
71,data/train/images/000071/1.jpg,train,,
71,data/train/images/000071/2.jpg,train,,
71,data/train/images/000071/3.jpg,train,,
71,data/train/images/000071/4.jpg,train,,
71,data/train/images/000071/5.jpg,train,,
71,data/train/images/000071/6.jpg,train,,
72,data/train/images/000072/0.jpg,train,,
72,data/train/images/000072/1.jpg,train,,
72,data/train/images/000072/2.jpg,train,,
72,data/train/images/000072/3.jpg,train,,
72,data/train/images/000072/4.jpg,train,,
72,data/train/images/000072/5.jpg,train,,
73,data/train/images/000073/0.jpg,train,,
73,data/train/images/000073/1.jpg,train,,
73,data/train/images/000073/2.jpg,train,,
73,data/train/images/000073/3.jpg,train,,
73,data/train/images/000073/4.jpg,train,,
73,data/train/images/000073/5.jpg,train,,
73,data/train/images/000073/6.jpg,train,,
74,data/train/images/000074/0.jpg,train,,
74,data/train/images/000074/1.jpg,train,,
74,data/train/images/000074/2.jpg,train,,
74,data/train/images/000074/3.jpg,train,,
74,data/train/images/000074/4.jpg,train,,
74,data/train/images/000074/5.jpg,train,,
74,data/train/images/000074/6.jpg,train,,
75,data/train/images/000075/0.jpg,train,,
75,data/train/images/000075/1.jpg,train,,
75,data/train/images/000075/2.jpg,train,,
75,data/train/images/000075/3.jpg,train,,
75,data/train/images/000075/4.jpg,train,,
75,data/train/images/000075/5.jpg,train,,
75,data/train/images/000075/6.jpg,train,,
76,data/train/images/000076/0.jpg,train,,
76,data/train/images/000076/1.jpg,train,,
76,data/train/images/000076/2.jpg,train,,
76,data/train/images/000076/3.jpg,train,,
76,data/train/images/000076/4.jpg,train,,
76,data/train/images/000076/5.jpg,train,,
76,data/train/images/000076/6.jpg,train,,
77,data/train/images/000077/0.jpg,train,,
77,data/train/images/000077/1.jpg,train,,
77,data/train/images/000077/2.jpg,train,,
77,data/train/images/000077/3.jpg,train,,
77,data/train/images/000077/4.jpg,train,,
77,data/train/images/000077/5.jpg,train,,
78,data/train/images/000078/0.jpg,train,,
78,data/train/images/000078/1.jpg,train,,
78,data/train/images/000078/2.jpg,train,,
78,data/train/images/000078/3.jpg,train,,
78,data/train/images/000078/4.jpg,train,,
78,data/train/images/000078/5.jpg,train,,
78,data/train/images/000078/6.jpg,train,,
79,data/train/images/000079/0.jpg,train,,
79,data/train/images/000079/1.jpg,train,,
79,data/train/images/000079/2.jpg,train,,
79,data/train/images/000079/3.jpg,train,,
79,data/train/images/000079/4.jpg,train,,
79,data/train/images/000079/5.jpg,train,,
79,data/train/images/000079/6.jpg,train,,
80,data/train/images/000080/0.jpg,train,,
80,data/train/images/000080/1.jpg,train,,
80,data/train/images/000080/2.jpg,train,,
80,data/train/images/000080/3.jpg,train,,
80,data/train/images/000080/4.jpg,train,,
80,data/train/images/000080/5.jpg,train,,
80,data/train/images/000080/6.jpg,train,,
81,data/train/images/000081/0.jpg,train,,
81,data/train/images/000081/1.jpg,train,,
81,data/train/images/000081/2.jpg,train,,
81,data/train/images/000081/3.jpg,train,,
81,data/train/images/000081/4.jpg,train,,
81,data/train/images/000081/5.jpg,train,,
81,data/train/images/000081/6.jpg,train,,
82,data/train/images/000082/0.jpg,train,,
82,data/train/images/000082/1.jpg,train,,
82,data/train/images/000082/2.jpg,train,,
82,data/train/images/000082/3.jpg,train,,
82,data/train/images/000082/4.jpg,train,,
82,data/train/images/000082/5.jpg,train,,
83,data/train/images/000083/0.jpg,train,,
83,data/train/images/000083/1.jpg,train,,
83,data/train/images/000083/2.jpg,train,,
83,data/train/images/000083/3.jpg,train,,
83,data/train/images/000083/4.jpg,train,,
83,data/train/images/000083/5.jpg,train,,
83,data/train/images/000083/6.jpg,train,,
84,data/train/images/000084/0.jpg,train,,
84,data/train/images/000084/1.jpg,train,,
84,data/train/images/000084/2.jpg,train,,
84,data/train/images/000084/3.jpg,train,,
84,data/train/images/000084/4.jpg,train,,
84,data/train/images/000084/5.jpg,train,,
84,data/train/images/000084/6.jpg,train,,
85,data/train/images/000085/0.jpg,train,,
85,data/train/images/000085/1.jpg,train,,
85,data/train/images/000085/2.jpg,train,,
85,data/train/images/000085/3.jpg,train,,
85,data/train/images/000085/4.jpg,train,,
85,data/train/images/000085/5.jpg,train,,
85,data/train/images/000085/6.jpg,train,,
86,data/train/images/000086/0.jpg,train,,
86,data/train/images/000086/1.jpg,train,,
86,data/train/images/000086/2.jpg,train,,
86,data/train/images/000086/3.jpg,train,,
86,data/train/images/000086/4.jpg,train,,
86,data/train/images/000086/5.jpg,train,,
86,data/train/images/000086/6.jpg,train,,
87,data/train/images/000087/0.jpg,train,,
87,data/train/images/000087/1.jpg,train,,
87,data/train/images/000087/2.jpg,train,,
87,data/train/images/000087/3.jpg,train,,
87,data/train/images/000087/4.jpg,train,,
87,data/train/images/000087/5.jpg,train,,
87,data/train/images/000087/6.jpg,train,,
88,data/train/images/000088/0.jpg,train,,
88,data/train/images/000088/1.jpg,train,,
88,data/train/images/000088/2.jpg,train,,
88,data/train/images/000088/3.jpg,train,,
88,data/train/images/000088/4.jpg,train,,
88,data/train/images/000088/5.jpg,train,,
88,data/train/images/000088/6.jpg,train,,
89,data/train/images/000089/0.jpg,train,,
89,data/train/images/000089/1.jpg,train,,
89,data/train/images/000089/2.jpg,train,,
89,data/train/images/000089/3.jpg,train,,
89,data/train/images/000089/4.jpg,train,,
89,data/train/images/000089/5.jpg,train,,
89,data/train/images/000089/6.jpg,train,,
90,data/train/images/000090/0.jpg,train,,
90,data/train/images/000090/1.jpg,train,,
90,data/train/images/000090/2.jpg,train,,
90,data/train/images/000090/3.jpg,train,,
90,data/train/images/000090/4.jpg,train,,
90,data/train/images/000090/5.jpg,train,,
90,data/train/images/000090/6.jpg,train,,
91,data/train/images/000091/0.jpg,train,,
91,data/train/images/000091/1.jpg,train,,
91,data/train/images/000091/2.jpg,train,,
91,data/train/images/000091/3.jpg,train,,
91,data/train/images/000091/4.jpg,train,,
91,data/train/images/000091/5.jpg,train,,
91,data/train/images/000091/6.jpg,train,,
92,data/train/images/000092/0.jpg,train,,
92,data/train/images/000092/1.jpg,train,,
92,data/train/images/000092/2.jpg,train,,
92,data/train/images/000092/3.jpg,train,,
92,data/train/images/000092/4.jpg,train,,
92,data/train/images/000092/5.jpg,train,,
92,data/train/images/000092/6.jpg,train,,
93,data/train/images/000093/0.jpg,train,,
93,data/train/images/000093/1.jpg,train,,
93,data/train/images/000093/2.jpg,train,,
93,data/train/images/000093/3.jpg,train,,
93,data/train/images/000093/4.jpg,train,,
93,data/train/images/000093/5.jpg,train,,
93,data/train/images/000093/6.jpg,train,,
94,data/train/images/000094/0.jpg,train,,
94,data/train/images/000094/1.jpg,train,,
94,data/train/images/000094/2.jpg,train,,
94,data/train/images/000094/3.jpg,train,,
94,data/train/images/000094/4.jpg,train,,
94,data/train/images/000094/5.jpg,train,,
94,data/train/images/000094/6.jpg,train,,
95,data/train/images/000095/0.jpg,train,,
95,data/train/images/000095/1.jpg,train,,
95,data/train/images/000095/2.jpg,train,,
95,data/train/images/000095/3.jpg,train,,
95,data/train/images/000095/4.jpg,train,,
95,data/train/images/000095/5.jpg,train,,
95,data/train/images/000095/6.jpg,train,,
96,data/train/images/000096/0.jpg,train,,
96,data/train/images/000096/1.jpg,train,,
96,data/train/images/000096/2.jpg,train,,
96,data/train/images/000096/3.jpg,train,,
96,data/train/images/000096/4.jpg,train,,
96,data/train/images/000096/5.jpg,train,,
96,data/train/images/000096/6.jpg,train,,
97,data/train/images/000097/0.jpg,train,,
97,data/train/images/000097/1.jpg,train,,
97,data/train/images/000097/2.jpg,train,,
97,data/train/images/000097/3.jpg,train,,
